sent_id,doc_id,bank,year,section_title,sentence,ctx_prev,ctx_next,block_type,final_topic,llm_conf,label_source,gold_topic,annotator_note
mbbank_2021_s1372_1,mbbank_2021,mbbank,2021,TUÂN THỦ PHÁP LUẬT VÀ BẢO VỆ MÔI TRƯỜNG,"MB khuyến khích cán bộ nhân viên thực hiện nội dung thông qua việc tham gia tích cực các hoạt động chung tay bảo vệ môi trường với cộng đồng nơi đơn vị đặt trụ sở như: thu gom rác thải nơi công cộng/ công viên/ bãi biển, phong trào ngày thứ sáu xanh, phong trào 5S (sắp xếp gọn gàng, sạch sẽ nơi làm việc theo tinh thần 5S Kanzai); Phong trào sử dụng tiết kiệm văn phòng phẩm.Hệ thống phần mềm văn bản và MOffice giúp hỗ trợ MB triển khai hiệu quả mục tiêu văn phòng không giấy tờ.","Với tinh thần Thượng tôn Pháp luật, MB luôn tuân thủ các quy định của Pháp luật, bao gồm pháp luật về Bảo vệ môi trường.","Bên cạnh đó, mỗi cán bộ nhân viên MB đều là một tuyên truyền viên tích cực, lan tỏa ý thức bảo vệ môi trường tại cộng đồng và nơi làm việc.",paragraph,E,0.95,llm_weak_agree,,
bsc_2024_s1076_0,bsc_2024,bsc,2024,Tích cực thực hiện trách nhiệm xã hội,"Tích cực thực hiện trách nhiệm xã hội thông qua các hoạt động hỗ trợ cộng đồng, tài trợ cho giáo dục và y tế nhằm mục tiêu phát triển bền vững.",,Những nỗ lực này khẳng định cam kết của BSC đối với sự phát triển cộng đồng và củng cố uy tín thương hiệu trên thị trường.,paragraph,S_community,1.0,llm_weak_agree,,
viettinbank_2024_s1967_18,viettinbank_2024,viettinbank,2024,7 - ĐÁNH GIÁ CÔNG TÁC QUẢN TRỊ CÔNG TY THEO THẺ ĐIỂM QUẢN TRỊ CÔNG TY ASEAN,Công bố BCTN/BCTC đúng hạn | C.8.,Công bố BCTN/BCTC đúng hạn | C.8.,"Công bố BCTN/BCTC đúng hạn |
| C.8.1 | BCTC kiểm toán năm có được công bố công 
 khai trong vòng 120 ngày kể từ thời điểm kết 
 thúc năm tài chính?",table_like,G,1.0,llm,,
bidv_2024_s745_0,bidv_2024,bidv,2024,Chính sách liên quan đến người lao động,Chính sách liên quan đến người lao động,,,heading_like,S_labor,1.0,llm_weak_agree,,
shb_2020_s353_0,shb_2020,shb,2020,· Khung quản trị rủi ro tại SHB,"Nhằm đảm bảo khung quản trị rủi ro được hiệu quả, SHB đã thiết lập đầy đủ hệ thống thông tin, cùng với hệ thống báo cáo quản trị nhằm đảm bảo cung cấp thông tin, kịp thời, chính xác về mức độ rủi ro của Ngân hàng, cung cấp các dự báo về hoạt động kinh doanh, chất lượng tín dụng, phục vụ cho việc đưa ra các quyết định kinh doanh phù hợp, hiệu quả.",,"SHB cũng rất chú trọng đến công tác đào tạo, truyền thông làm nền tảng xây dựng văn hóa rủi ro xuyên suốt trong hệ thống.",paragraph,G,1.0,llm_weak_agree,,
bidv_2022_s2051_3,bidv_2022,bidv,2022,Ban hành Sổ tay Văn hóa doanh nghiệp tại BIDV,BIDV cũng đã tổ chức ký cam kết tuân thủ Sổ tay Văn hóa doanh nghiệp cho tất cả các lãnh đạo và cán bộ trong toàn hệ thống.,đưa nội dung đánh giá vi phạm các quy định về VHDN vào quy chế đánh giá cán bộ.,,paragraph,G,0.9,llm,,
shb_2021_s159_1,shb_2021,shb,2021,GIAI ĐOẠN CHUYỂN MÌNH,"Cùng trong năm này, nhân dịp kỉ niệm 18 năm thành lập, SHB vinh dự đón nhận Huân chương Lao động Hạng Ba của Chủ tịch nước trao tặng, ghi nhận những nỗ lực hoạt động và quá trình phát triển của SHB.","Năm 2011: Tăng cường quy mô hoạt động với việc tăng vốn điều lệ lên gần 5.000 tỷ đồng, được NHNN chấp thuận mở CN tại Campuchia và Lào, khởi đầu cho việc đầu tư ra nước ngoài của SHB.",,kpi_like,Non_ESG,0.95,llm,,
mbbank_2022_s1834_3,mbbank_2022,mbbank,2022,ÁP DỤNG GRI 1,"| | Chống biến đổi kh
 hậu và Chiến lược 
 “Net-zero” | 180 |
| GRI 300: Tiêu chuẩn 
 về môi trường | 303-5 Tiêu thụ nước | Chương 5 - Tiêu thụ nước | | Chống biến đổi kh
 hậu và Chiến lược 
 “Net-zero” | 180 |
| GRI 300: Tiêu 
 chuẩn về môi 
 trường | 304-1 Các địa điểm hoạt 
 động thuộc sở hữu, cho 
 thuê, quản lý trong hoặc 
 liền kề với các khu bảo 
 tồn và các khu vực có 
 giá trị đa dạng sinh học 
 cao bên ngoài các khu 
 bảo tồn | Chương 1 - Địa bàn kinh doanh
 Các tòa nhà, địa điểm thuộc hoạt động của MB 
 được đặt tại các khu vực đông dân cư, không nằm 
 trong hoặc liền kề với các khu bảo tồn và các khu 
 vực có giá trị đa dạng sinh học cao bên ngoài các 
 khu bảo tồn.","| | Chống biến đổi khí 
 hậu và Chiến lược 
 “Net-zero” | 180 |
| GRI 300: Tiêu chuẩn 
 về môi trường | 303-4 Xả thải nước | Chương 5 - Tiêu thụ nước
 MB xả thải nước vào hệ thống chung của thành phố
 do Bộ Tài nguyên và Môi trường cấp phép xả thải 
 theo quy định.","| | Chống biến đổi kh
 hậu và Chiến lược 
 “Net-zero” | 25 |",table_like,E,1.0,llm_weak_agree,,
ocb_2021_s811_0,ocb_2021,ocb,2021,MẠNG LƯỚI HOẠT ĐỘNG,"Hiện nay, OCB sở hữu mạng lưới hoạt động gồm 138 CN/PGD hiện diện tại hầu hết các tỉnh, thành phố trọng điểm trên cả nước, tạo điều kiện thuận lợi cho khách hàng đến giao dịch và sử dụng các dịch vụ của Ngân hàng.",,"Các CN/PGD mới của OCB đều được trang bị cơ sở vật chất hiện đại, các quy trình quản lý theo tiêu chuẩn quốc tế.",paragraph,S_product,0.9,llm,,
vpbank_2023_s1356_2,vpbank_2023,vpbank,2023,"Chú trọng các trách nhiệm minh bạch thông tin, đảm bảo quyền lợi và đối xử bình đẳng với cổ đông và các bên hữu quan","Đặc biệt, những thông tin mang tính chiến lược, có tác động lớn tới quyền lợi của nhà đầu tư, cổ đông, luôn được VPBank chú trọng truyền thông sâu rộng: thông tin trước, trong và sau ĐHĐCĐ, như thông tin chi trả cổ tức, tăng vốn điều lệ, kết quả kinh doanh, triển vọng, định hướng chiến lược, sự kiện hợp tác ký kết, tỷ lệ an toàn vốn (CAR), xếp hạng tín nhiệm từ các tổ chức uy tín (như Moody's) và các giải thưởng.","thông qua việc đảm bảo công bố thông tin chính xác, minh bạch và kịp thời trên website Quan hệ Nhà đầu tư VPBank - https://www.vpbank.com.vn/quanhe-nha-dau-tu, bằng cả tiếng Việt và tiếng Anh, cũng như trên trang thông tin điện tử của các sở giao dịch chứng khoán, hệ thống công bố thông tin của UBCKNN và các phương tiện thông tin đại chúng.","Đồng thời, VPBank cũng tích cực hỗ trợ và giải đáp các câu hỏi cũng như yêu cầu cung cấp thông tin của nhà đầu tư thông qua các kênh truyền thông như email, điện thoại và website Quan hệ nhà đầu tư, qua đó khẳng định năng lực, uy tín của VPBank.",paragraph,G,0.95,llm,,
techcombank_2020_s179_0,techcombank_2020,techcombank,2020,Tên giao dịch,Ngân hàng hoạt động theo Giấy phép hoạt động Ngân hàng số 0038/GP-NHNN do Ngân hàng Nhà nước Việt Nam cấp ngày 06/03/2018 (cấp đổi lại cho Giấy phép hoạt động số 0040/NH-GP ngày 06/08/1993).,,,paragraph,Non_ESG,1.0,llm,,
vietcombank_2021_s1706_2,vietcombank_2021,vietcombank,2021,(h) Tiền gửi của Nhà đầu tư,"Tiền gửi của Nhà đầu tư nước ngoài về giao dịch 
 chứng khoán theo phương thức CTCK quản lý | 832.059.750.392 | 1.636.370.656.073 |
| | c.","Tiền gửi của Nhà đầu tư trong nước về giao dịch 
 chứng khoán theo phương thức CTCK quản lý | 1.906.220.286.943 | 1.722.350.665.865 |
| | b.","Tiền gửi ký quỹ của Nhà đầu tư tại TTLKCK | 74.004.453.222 | 19.318.055.771 |
| 2.",table_like,Non_ESG,1.0,llm,,
mbbank_2020_s905_1,mbbank_2020,mbbank,2020,Việc thực hiện các quy định về quản trị công ty,MB là đối tác tin cậy được đánh giá cao với chính sách và chất lượng dịch vụ tốt.,"Đối với đối tác và khách hàng, MB nỗ lực không ngừng cải tiến chất lượng dịch vụ và chú trọng đến những trải nghiệm của khách hàng khi sử dụng dịch vụ với mong muốn đến lại các sản phẩm tiện ích và giá trị gia tăng; Các chính sách quản trị rủi ro, tín dụng của MB phù hợp với quy định của Ngân hàng Nhà nước, kiểm soát rủi ro chặt chẽ và hướng đến sự đảm bảo về an toàn cho các dịch vụ cung cấp tới khách hàng.",,paragraph,S_product,0.95,llm_weak_agree,,
bidv_2022_s1918_0,bidv_2022,bidv,2022,"Tăng cường tần suất tiếp xúc nhà đầu tư, nâng cao chất lượng thông tin cung cấp tới thị trường","và chiến lược hoạt động kinh doanh của BIDV, được nhà đầu tư và các đánh giá cao về tính chuyên nghiệp và sự minh bạch thông tin của BIDV.",,"Qua đó, giúp các bên phân tích nắm bắt được triển vọng kinh doanh của ngân hàng phục vụ cho việc phân tích, đánh giá và khuyến nghị đầu tư.",kpi_like,G,0.9,llm_weak_agree,,
bidv_2020_s682_1,bidv_2020,bidv,2020,"Thưa Quý Khách hàng, Quý Nhà đầu tư",Kết quả bảo vệ môi trường của Chuỗi dự án tài chính nông thôn do Ngân hàng Thế giới (WB) tài trợ và BIDV với vai trò ngân hàng bán buôn - là một trong những điển hình cần được nhân rộng được cộng đồng quốc tế đánh giá cao.,"ĐÓNG GÓP CẢI THIỆN MÔI TRƯỜNG: Đối với ngành ngân hàng, hoạt động phát triển bền vững liên quan đến môi trường có thể được xem xét ở khía cạnh ngân hàng đưa các tiêu chí đảm bảo môi trường vào trong quy trình ra quyết định tín dụng của mình, thúc đẩy tăng trưởng tín dụng xanh và quản lý rủi ro môi trường và xã hội trong hoạt động cấp tín dụng.","Trong hoạt động của mình, BIDV cũng đã đẩy mạnh tuyên truyền nâng cao nhận thức của người lao động thực hiện tiết kiệm và bảo vệ môi trường, đồng thời hỗ trợ cho các chương trình vì môi trường.",paragraph,E,1.0,llm,,
mbbank_2021_s411_3,mbbank_2021,mbbank,2021,BÀ NGUYỄN THỊ AN BÌNH,"Tại Đại hội đồng cổ đông thường niên 2020, Bà Bình được các cổ đông tín nhiệm bầu vị trí Thành viên Ban Kiểm soát nhiệm kỳ 2019 - 2024.","Bà đã có nhiều đóng góp trong hoạt động Cải cách hành chính; tối ưu hóa vận hành; Thiết kế, cải tiến và tự động hóa quy trình nghiệp vụ (BPM).",Ban Kiểm soát ngày 24/06/2020 đã biểu quyết và nhất trí 100% việc bầu Bà giữ chức danh Phó Trưởng Ban Kiểm soát.,kpi_like,Non_ESG,1.0,llm,,
bidv_2022_s1241_0,bidv_2022,bidv,2022,CÁC ỦY BAN (tiếp theo),"Các nội dung tham mưu, tư vấn của Ủy ban Hợp tác chiến lược đối với HĐQT trong năm 2022 bao gồm:",,,paragraph,Non_ESG,0.95,llm,,
shb_2024_s1357_0,shb_2024,shb,2024,2. Trách nhiệm đối với cộng đồng địa phương,SHB triển khai hoạt động vì cộng đồng trên 4 nhóm mục tiêu quan trọng:,,,paragraph,S_community,1.0,llm_weak_agree,,
ocb_2024_s981_0,ocb_2024,ocb,2024,Tuyển dụng công khai và minh bạch,"OCB cũng hướng tới việc thu hút và sẵn sàng đào tạo nguồn nhân lực trẻ, mới ra trường.",,"OCB đã triển khai chương trình OCB Fresh Banker, Office Tour cùng với các buổi Job Fair gặp gỡ sinh viên và trao học bổng tại các trường đại học,.",paragraph,S_labor,1.0,llm_weak_agree,,
techcombank_2024_s664_0,techcombank_2024,techcombank,2024,Mở rộng hợp tác và thúc đẩy đổi mới,Việc theo dõi tỷ lệ giao dịch số hóa nhấn mạnh cam kết của chúng tôi về tuân thủ theo chuẩn mực khắt khe nhất của các ngân hàng toàn cầu.,,,paragraph,G,0.9,llm_weak_agree,,
shb_2023_s1886_0,shb_2023,shb,2023,35. CHI PHÍ THUẾ THU NHẬP DOANH NGHIỆP (TNDN),"| | Năm nay | Năm trước |
|------------------------------------------------|------------|-------------|
| | Triệu VND | Triệu VND |
| Lợi nhuận trước thuế TNDN | 9.239.021 | 9.689.368 |
| Điều chỉnh cho các khoản | | |
| - Thu nhập từ cổ tức và lợi nhuận được chia 
 không chịu thuế | (4.958) | (4.226) |
| - Lợi nhuận/(lỗ) của công ty con | (77.474) | (177.419) |
| - Điều chỉnh lợi nhuận do hợp nhất báo cáo tài 
 chính | (19.531) | 4.517 |
| - Chi phí khác không được khấu trừ thuế | 43.503 | 12.395 |
| Thu nhập chịu thuế TNDN của Ngân hàng mẹ | 9.180.561 | 9.524.634 |
| Thuế suất thuế TNDN | 20% | 20% |
| Chi phí thuế TNDN của Ngân hàng mẹ tính trên 
 thu nhập chịu thuế trong nước | 1.836.112 | 1.904.927 |
| Điều chỉnh chi phí thuế TNDN của năm trước vào 
 chi phí thuế TNDN năm hiện hành | 2.428 | - |
| Tổng chi phí thuế TNDN Ngân hàng mẹ trong 
 năm | 1.838.540 | 1.904.927 |
| Chi phí thuế TNDN của công ty con | 69.926 | 56.316 |
| Chi phí thuế TNDN tính trên thu nhập chịu thuế | 1.908.466 | 1.961.243 |
| Chi phí thuế TNDN hiện hành | 1.908.466 | 1.961.243 |
| Lợi ích thuế TNDN hoãn lại | (5.797) | 793 |
| Tổng chi phí thuế TNDN phải nộp trong kỳ | 1.914.263 | 1.960.450 |",,,table_like,Non_ESG,1.0,llm,,
viettinbank_2023_s2488_1,viettinbank_2023,viettinbank,2023,Đảm bảo an toàn nơi làm việc,"Công tác đảm bảo an ninh, an toàn tại Ngân hàng luôn tuân thủ đầy đủ các nội dung hướng dẫn Bộ Công an, các quy định pháp luật hiện hành và quy định của VietinBank.","Đồng thời, VietinBank cũng phối hợp với các cơ quan chức năng để đảm bảo an toàn, an ninh trong và ngoài giờ làm việc.","Theo đó, Ngân hàng đã kiện toàn phương án bảo vệ an toàn trụ sở nơi làm việc, phối hợp chặt chẽ với các cơ quan chức năng Công an, chính quyền địa phương các cấp trong việc đánh giá, nắm bắt tình hình an ninh trật tự xung quanh bên ngoài trụ sở, triển khai đồng bộ công tác phối hợp xử lý khi có phát sinh các vụ việc mất an ninh an toàn.",paragraph,G,0.95,llm_weak_agree,,
mbbank_2021_s497_0,mbbank_2021,mbbank,2021,KẾT QUẢ KINH DOANH,"Năm 2022, năm đầu tiên trong giai đoạn triển khai chiến lược mới 2022-2026, MIC sẽ đẩy mạnh triển khai các sáng kiến chiến lược, hoàn thiện các nền tảng kinh doanh số, gia tăng trải nghiệm khách hàng, từng bước hướng đến mục tiêu TOP 3 về thị phần và hiệu quả trong ngành bảo hiểm phi nhân thọ.",,,paragraph,Non_ESG,0.95,llm,,
bsc_2022_s927_0,bsc_2022,bsc,2022,"Chương trình bàn giao điểm trường mầm non Nà Sa, Điện Biên tháng 2/2023","Tham dự buổi lễ khánh thành gồm có đại diện Ban lãnh đạo, Đoàn thanh niên BSC; chính quyền địa phương, nhân dân, các cô giáo và các em học sinh thuộc điểm trường Nà Sa, xã Mường Đun, huyện Tủa Chùa.",,"Tại đây, đại diện Công ty Chứng khoán BSC đã tiến hành bàn giao 01 Phòng học, Nhà ăn, các công trình phụ trợ và cải thiện 02 Phòng học chức năng cho nhà trường.",paragraph,S_community,1.0,llm_weak_agree,,
ocb_2021_s697_5,ocb_2021,ocb,2021,Tăng trưởng tín dụng xanh,- Đẩy mạnh các hoạt động cấp tín dụng xanh trên cơ sở triển khai hệ thống quản lý rủi ro MT&amp;XH.,"nhằm giảm thiểu các hoạt động liên quan đến giấy tờ, văn phòng phẩm, tiêu thụ năng lượng...","Việc đầu tư vào các lĩnh vực xanh đòi hỏi thời gian hoàn vốn dài, chi phí đầu tư lớn.",bullet_like,E,1.0,llm_weak_agree,,
viettinbank_2023_s3284_2,viettinbank_2023,viettinbank,2023,47. RỦI RO TIỀN TỆ,Ngân hàng thiết lập hạn mức trạng thái cho từng loại đồng tiền chính dựa theo khẩu vị rủi ro và hạn mức rủi ro nội bộ của Ngân hàng và các quy định của cơ quan quản lý có liên quan.,"Theo kế hoạch kinh doanh của từng thời kỳ, Ngân hàng có trạng thái tiền tệ trong hoạt động kinh doanh vốn khi thực hiện các giao dịch tài chính trên thị trường.",,paragraph,G,0.95,llm_weak_agree,,
viettinbank_2024_s751_0,viettinbank_2024,viettinbank,2024,Nhận diện rủi ro,Là rủi ro phát sinh từ việc kết quả ước lượng của mô hình không ảm bảo ộ tin cậy và/hoặc việc sử dụng mô hình không phù hợp với mục ích ã xác ịnh.,,,paragraph,G,0.95,llm,,
viettinbank_2023_s771_1,viettinbank_2023,viettinbank,2023,Kế hoạch trong năm 2024,"- Tăng cường năng lực cho CBNV trong việc thực hiện đề án phát triển ""Ngân hàng xanh"", tổ chức đào tạo, tuyên truyền, phổ biến nhằm nâng cao nhận thức về hoạt động Ngân hàng xanh – Tín dụng xanh, nâng cao ý thức sử dụng hiệu quả, tiết kiệm năng lượng, các nguồn tài nguyên thiên nhiên và bảo vệ môi trường.","- Tiếp tục hoàn thiện cơ chế, chính sách phù hợp để: (i) Rà soát/ cập nhật các quy định về quản lý môi trường trong hoạt động cấp tín dụng cho phù hợp với mô hình kinh doanh của VietinBank và tuân thủ quy định pháp luật; (ii) Xây dựng và triển khai định hướng tín dụng hàng năm tới các CN và PGD, trong đó có nội dung về quản lý môi trường; (iii) Thực hiện nghiêm túc các hướng dẫn thẩm định môi trường – xã hội trong hoạt động cấp tín dụng.",- Tăng cường hợp tác với các tổ chức quốc tế và đồng hành cùng các cơ quan Chính phủ để triển khai các hoạt động PTBV; tích cực tìm kiếm khách hàng phù hợp và phát triển các sản phẩm tài chính bền vững đa dạng.,bullet_like,E,0.95,llm,,
shb_2021_s809_1,shb_2021,shb,2021,"Chung tay phòng chống dịch Covid-19, hỗ trợ sức khỏe, y tế cho cộng đồng – xã hội","Là một trong những doanh nghiệp đầu tàu của nền kinh tế, SHB xác định chung tay góp sức với Chính phủ và địa phương phòng chống dịch là nghĩa vụ và trách nhiệm từ tâm của một doanh nghiệp có truyền thống nhân văn.","Năm 2021, trên toàn quốc, đại dịch Covid-19 đã để lại hậu quả nặng nề lên an sinh xã hội người Việt, tạo gánh nặng lên hệ thống y tế, và ảnh hưởng chung tới đời sống kinh tế của đát nước.",,paragraph,S_community,1.0,llm_weak_agree,,
ocb_2024_s960_3,ocb_2024,ocb,2024,3.3.2 Quản lý tác động môi trường trong hoạt động cấp tín dụng,"Đây là một bước tiến quan trọng trong hành trình của OCB hiện thực hóa mục tiêu trở thành Ngân hàng Xanh tiên phong tại Việt Nam, đem lại giá trị cho cổ đông, đối tác và khách hàng, hướng đến một tương lai xanh cho cộng đồng và đóng góp vào sự PTBV của xã hội.","Cụ thể, trong năm 2024 OCB đã hoàn thành nâng cấp và chính thức ban hành Quy định mới về QLRR MT&amp;XH trong hoạt động CTD.",,paragraph,E,0.95,llm,,
mbbank_2024_s64_0,mbbank_2024,mbbank,2024,"Tiếp thêm nguồn lực, nâng cao tầm vóc","công nghệ cao, năng lượng tái tạo, FDI và cải cách hành chính, MB tiếp tục đẩy mạnh chuyển đổi số toàn diện, tối ưu hóa đầu tư, quản trị rủi ro và nâng cao hiệu quả tài chính, hướng tới mục tiêu Top 3 ngân hàng dẫn đầu về chuyển đổi số tại Đông Nam Á.",,"Năm 2025, chiến lược thương hiệu MB triển khai với thông điệp "" Bền vững - Hiện đại"", tích hợp ESG trong hoạt động dài hạn, nâng cao quản trị theo tiêu chuẩn quốc tế, giảm chi phí và nợ xấu.",paragraph,G,0.85,llm,,
viettinbank_2024_s1448_1,viettinbank_2024,viettinbank,2024,"01. Thực hiện tinh gọn, ổi mới và nâng cao chất lượng ội ngũ nhân sự các cấp, thúc ẩy mạnh mẽ nâng cao năng suất lao ộng","- » VietinBank chủ ộng thực hiện kế hoạch nguồn nhân lực thông qua việc tuyển dụng nhân sự chất lượng cao và ào tạo kỹ năng ể ảm bảo thực hiện chuyển ổi số cũng như HĐKD thông thường: Đào tạo, phát triển nhân sự tập trung vào nâng cao năng lực chuyển ổi số và thực thi nhanh sáng kiến số; năng lực bán, năng lực chuyên môn cho ội ngũ bán hàng tại CN và năng lực quản lý, lãnh ạo cho ội ngũ Lãnh ạo.","- » VietinBank ã kiện toàn bộ máy iều hành, bầu bổ sung các vị trí TV HĐQT và TGĐ; thực hiện các giải pháp tinh gọn mô hình tổ chức, ồng bộ các giải pháp nâng cao chất lượng nguồn nhân lực, rà soát, ánh giá lại các cấp Lãnh ạo, phân loại chất lượng nhân sự tại các ơn vị; xây dựng nguồn nhân sự có chất lượng cao, thông qua thi tuyển nội bộ và nhận diện, ào tạo nhân tài với các chương trình NextGen và Hipo Top 500.",,bullet_like,S_labor,0.95,llm_weak_agree,,
viettinbank_2023_s2983_0,viettinbank_2023,viettinbank,2023,Nguyên tắc ghi nhận chi phí,"Theo quy định tại Thông tư 16, chỉ các giao dịch và nghiệp vụ kinh tế phát sinh là các khoản chi phí được trừ theo quy định của pháp luật về thuế thu nhập doanh nghiệp được Ngân hàng ghi nhận vào báo cáo kết quả hoạt động hợp nhất.",,,paragraph,Non_ESG,1.0,llm,,
